epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_MASE,val_RMSE,val_SMAPE,val_loss
2,3799,,1.8503743410110474,,,,,,
2,3849,,1.746121883392334,,,,,,
2,3899,,1.8601173162460327,,,,,,
2,3949,,1.7475224733352661,,,,,,
2,3999,,1.8735408782958984,,,,,,
2,4049,,1.9613195657730103,,,,,,
2,4099,,1.8968149423599243,,,,,,
2,4149,,1.9135006666183472,,,,,,
2,4199,,1.700276255607605,,,,,,
2,4249,,1.8648074865341187,,,,,,
2,4299,,1.8280047178268433,,,,,,
2,4349,,1.8736354112625122,,,,,,
2,4399,,1.727012038230896,,,,,,
2,4449,,1.8154487609863281,,,,,,
2,4499,,1.8276573419570923,,,,,,
2,4549,,1.8075329065322876,,,,,,
2,4599,,1.8366150856018066,,,,,,
2,4649,,1.7592363357543945,,,,,,
2,4699,,1.7115894556045532,,,,,,
2,4749,,1.9490947723388672,,,,,,
2,4799,,1.8664871454238892,,,,,,
2,4849,,1.8988980054855347,,,,,,
2,4899,,1.8269418478012085,,,,,,
2,4949,,1.7863622903823853,,,,,,
2,4999,,1.8594331741333008,,,,,,
2,5049,,2.016692876815796,,,,,,
2,5099,,1.7739604711532593,,,,,,
2,5120,,,2.371598243713379,0.6160893440246582,5.305728912353516,3.2029361724853516,0.3619110584259033,2.371598243713379
2,5120,1.8582650423049927,,,,,,,
3,5149,,1.801580548286438,,,,,,
3,5199,,1.7120712995529175,,,,,,
3,5249,,1.874893069267273,,,,,,
3,5299,,1.8658119440078735,,,,,,
3,5349,,1.8513860702514648,,,,,,
3,5399,,1.9782592058181763,,,,,,
3,5449,,1.865621566772461,,,,,,
3,5499,,1.8928766250610352,,,,,,
3,5549,,1.715990424156189,,,,,,
3,5599,,1.9067230224609375,,,,,,
3,5649,,1.8742332458496094,,,,,,
3,5699,,1.797682762145996,,,,,,
3,5749,,1.9527521133422852,,,,,,
3,5799,,1.8607972860336304,,,,,,
3,5849,,1.76494562625885,,,,,,
3,5899,,1.8578799962997437,,,,,,
3,5949,,1.8965524435043335,,,,,,
3,5999,,2.0462028980255127,,,,,,
3,6049,,1.7813721895217896,,,,,,
3,6099,,1.8405629396438599,,,,,,
3,6149,,1.8156232833862305,,,,,,
3,6199,,1.8880038261413574,,,,,,
3,6249,,1.9194244146347046,,,,,,
3,6299,,1.827933430671692,,,,,,
3,6349,,1.7977523803710938,,,,,,
3,6399,,1.97380530834198,,,,,,
3,6449,,1.832995057106018,,,,,,
3,6499,,2.081226110458374,,,,,,
3,6549,,1.987446665763855,,,,,,
3,6599,,1.8084884881973267,,,,,,
3,6649,,1.8386446237564087,,,,,,
3,6699,,1.7741550207138062,,,,,,
3,6749,,1.85722815990448,,,,,,
3,6799,,1.8966442346572876,,,,,,
3,6827,,,2.287432909011841,0.6017454862594604,5.094602584838867,3.0847949981689453,0.35315588116645813,2.287432909011841
3,6827,1.8558725118637085,,,,,,,
